lao_translate	viet	score
tất_cả bắt_đầu ở trung đông, trong nhiều năm chúng_ta đã sống với nhận_thức_sai lầm về trung đông.	nó bắt_đầu ở trung đông, nơi trong nhiều năm chúng_tôi sống với một ý_tưởng sai_lầm về khu_vực này.	6.5
tổng_cộng có 86 bài dự thi đã được gửi tham_gia cuộc thi, bao_gồm 37 cuốn sách, 49 bài_luận và các ấn_phẩm khác_nhau của các tổ_chức khác nhau, đơn_vị trao giải.	tổng_cộng có 86 tác_phẩm dự thi, trong đó có 37 cuốn sách, 49 bài báo, chương_trình phát_thanh do các cơ quan, cơ_quan trình_bày để xem xét, trao giải.	7.5
"sáng ngày 8/10, thành_phố_hồ_chí_minh tổ_chức họp_báo về diễn_đàn kinh_tế thành_phố_hồ_chí_minh 2019 với chủ_đề ""phát triển thành_phố_hồ_chí_minh trở_thành trung_tâm tài_chính khu_vực và quốc tế"""	sáng 8/10, thủ_đô wangchen đã tổ_chức họp_báo tại hội_nghị kinh_tế 2019 với chủ_đề 'phát triển thủ_đô wangchen thành trung_tâm tài_chính khu_vực và quốc tế'.	7.0
lần đầu_tiên trong lịch_sử hành_tinh này, chúng_ta có_thể thiết_kế sự_sống trực tiếp.	lần đầu_tiên trong lịch_sử thế_giới này, chúng_ta có_khả_năng thiết_kế động_vật trực tiếp.	6.0
giá_trị biểu_tượng quốc_gia của việt_nam đã tăng_thêm 12 tỷ usd.	giá_trị thương_hiệu quốc_gia của việt_nam đã tăng_thêm 12 tỷ usd.	7.5
dự_thảo chiến_lược sở_hữu_trí_tuệ đến năm 2030 đưa_ra một_số kỳ_vọng chi tiết, trong đó, đến năm 2030, chỉ_số sở_hữu_trí_tuệ trong chỉ_số đổi_mới sáng_tạo toàn_cầu (gii) sẽ tăng trung_bình 10%; xây_dựng và phát_triển các ngành_công_nghiệp sử_dụng sở_hữu trí tuệ, đóng_góp vào gdp; đến năm 2025, ít_nhất 25% doanh_nghiệp việt_nam và ít_nhất 50% vào năm 2030 sẽ đưa thiết_bị sở_hữu_trí_tuệ vào chiến_lược sản_xuất kinh_doanh của mình.	kế_hoạch chiến_lược sở_hữu_trí_tuệ đến năm 2030 đặt_ra một_số mục_tiêu cụ thể, trong đó phấn_đấu đến năm 2030, chỉ_số sở_hữu_trí_tuệ trong chỉ_số phát_triển mới toàn_cầu (gii) tăng trung_bình 10%; hình_thành và phát_triển các ngành_công_nghiệp sử_dụng sở_hữu trí tuệ, đóng_góp quan_trọng vào gdp; phấn_đấu đến năm 2025 đạt tối_thiểu 25% và đến năm 2030, ít_nhất 50% doanh_nghiệp việt_nam tích_hợp công_cụ sở_hữu_trí_tuệ vào chiến_lược sản_xuất kinh doanh.	7.0
tại gian_hàng triển lãm, đại_sứ_quán việt_nam đã giới_thiệu một_số tài liệu, báo, ảnh về văn hóa, lịch sử, dân_tộc và con_người việt nam, đặc_biệt là những thành_tựu phát_triển nổi_bật của việt nam.	tại địa_điểm triển lãm, đại_sứ_quán việt_nam đã giới_thiệu nhiều tài liệu, sách, ảnh về văn hóa, lịch sử, đất nước, con_người việt nam, đặc_biệt là những thành_tựu phát_triển nổi_bật của đất nước.	6.5
chỉ_số phát_triển chính_phủ_điện_tử của việt_nam được định_giá ở mức_cao	việt_nam đạt_điểm cao trong chỉ_số phát_triển chính_phủ điện tử.	6.5
có_rất_nhiều câu_chuyện về các loại trí_thông_minh khác_nhau của quạ.	có_rất_nhiều câu_chuyện về trí_tuệ khác_nhau của quạ.	6.0
đó là internet, cho_phép bạn duyệt web ở bất_kỳ đâu trên thế giới, gps, cung_cấp cho bạn ý_tưởng chính_xác về vị_trí của bạn trên thế giới; màn_hình cảm_ứng cảm ứng, giúp mọi_người dễ_dàng sử dụng.	đó là internet, cho_phép bạn truy_cập internet từ mọi nơi trên thế giới; gps, cho_phép bạn xác_định_vị_trí của mình mọi lúc mọi nơi; và màn_hình cảm ứng, giúp sử_dụng với mọi_người dễ_dàng hơn.	7.0
"tại hội thảo, các đại_biểu đã có một_số ý_kiến góp_ý về dự_thảo ""chiến lược quốc_gia phát_triển ngành tài_nguyên và môi_trường đến năm 2030"", tầm_nhìn 2040."	tại hội thảo, các đại_biểu đã cho một_số ý_kiến về kế_hoạch dự_án chiến_lược quốc_gia phát_triển ngành tài_nguyên và môi_trường đến năm 2030, tầm_nhìn đến năm 2040.	6.5
trường_đại_học thành_phố_hồ_chí_minh dẫn_đầu về thu_nhập doanh nghiệp, trong đó trường_đại_học văn_học hà_nội có chỉ_số lựa_chọn khoa_học cao nhất.	đại_học quốc_gia thành_phố_hồ_chí_minh dẫn_đầu về chỉ_số thu_nhập doanh nghiệp, trong khi đại_học bách_khoa hà_nội có chỉ_số tham_chiếu khoa_học cao nhất.	6.5
số_lượng việc_làm cho thư_viện tăng_lên trong một thời_gian_dài sau năm 1957.	số_lượng việc_làm cho nghề_nghiệp của thư_viện đã tăng đều_đặn kể từ năm 1957.	7.0
theo chỉ_đạo của thủ_tướng chính_phủ , cảng_hàng_không quốc_tế cục đông là địa_điểm duy_nhất ở miền_bắc sẽ tổ_chức tiệc chiêu_đãi công_dân việt_nam và du_khách việt_nam trở_về nước từ vùng dịch.	dưới sự_chỉ_đạo của thủ_tướng chính phủ, cảng_hàng_không quốc_tế vân_đồn đã trở_thành nơi duy_nhất ở miền_bắc đón công_dân và du_khách việt_nam trở_về từ vùng dịch.	6.5
việt_nam tăng27 bậc trong bảng_xếp_hạng năng_lực cạnh_tranh công_nghiệp toàn cầu.	việt_nam tăng 27 bậc trong bảng_xếp_hạng các cuộc_thi công_nghiệp toàn cầu.	7.5
"đoàn thanh_niên quân_đội và các doanh_nghiệp kinh_tế kỹ_thuật_công_nghiệp quốc_phòng đã trao ""nhà 100 đồng"" cho 2 gia_đình chính sách."	ban thanh_niên quân_đội và công_ty kinh_tế - công_nghệ công_nghiệp quốc_phòng đã trao nhà 100 đồng cho hai gia_đình chính sách.	6.5
khuyến_khích phát_triển thị_trường vốn vì mục_tiêu phát_triển kinh_tế - xã hội;	khuyến_khích phát_triển thị_trường_chứng_khoán hỗ_trợ các mục_tiêu phát_triển kinh_tế - xã hội.	7.0
trung_tâm truyền_thông quốc_tế có trang_thiết_bị hiện đại, internet nhanh, đồ_ăn ngon đậm chất việt nam.	trung_tâm in_ấn quốc_tế có máy_móc hiện đại, internet tốc_độ cao, phục_vụ các món ăn ngon, đa_dạng và việt nam.	6.5
olympic toán_học thế_giới là kỳ thi toán quốc_tế dành_cho học_sinh từ 8 -13 tuổi, được tổ_chức hàng năm.	olympic toán_học thế_giới là một cuộc_thi quốc_tế dành_cho học_sinh từ 8 đến 13 tuổi và được tổ_chức hàng năm.	7.5
hỗ_trợ kỹ_thuật , toán_học và khoa_học - giáo_dục_phổ_thông - nâng cao.	hỗ_trợ cho kỹ thuật, toán_học và khoa_học - giáo_dục nói_chung - đã tăng lên.	7.0
tôi đã gặp ted fellows vào ngày đầu_tiên ở đây.	tôi đã gặp ted fellows vào ngày đầu_tiên ở đây.	6.5
"""chính phủ việt_nam và đan mạch đã hợp_tác về năng_lượng từ năm 2008 đến nay, với khoảng 45 triệu usd đầu_tư từ chính_phủ đan mạch dành_cho việt_nam để phục_vụ phát_triển và mở_rộng các dự_án hướng_tới sử_dụng năng_lượng hiệu_quả và bền vững."	chính_phủ việt_nam và đan mạch đã hợp_tác trong lĩnh_vực năng_lượng từ năm 2008, với việc chính_phủ đan mạch đầu_tư khoảng 45 triệu usd vào việt_nam để phát_triển và thực_hiện các dự_án cụ_thể về hiệu_quả và bền_vững năng lượng.	6.5
phong_trào mang nhiều ý_nghĩa đối_với người_nghèo nhân_dịp nghỉ tết_nguyên_đán 2018	một_số hoạt_động ý_nghĩa đã được tổ_chức để giúp_đỡ người_nghèo trong năm_mới 2018.	7.0
việt_nam hỗ_trợ các doanh_nghiệp bancik tăng_cường đầu_tư vào việt nam; thúc_đẩy các doanh_nghiệp eu và bỉ, khuyến_khích phát_triển ký_kết và phê_chuẩn hiệp_định thương_mại tự_do việt_nam – eu vì lợi_ích của cả hai bên.	việt_nam khuyến_khích các doanh_nghiệp bỉ mở_rộng đầu_tư vào việt_nam và khuyến_khích các doanh_nghiệp châu âu, trong đó có bỉ, đẩy_nhanh quá_trình ký_kết và phê_chuẩn hiệp_định thương_mại tự_do việt_nam - eu vì lợi_ích của cả hai bên.	6.0
họ chi rất nhiều tiền để mua đối_tác của mình, điều này không_rõ_ràng lắm.	họ chi rất nhiều tiền để mua tài_sản của riêng mình, điều này không_rõ ràng.	7.0
"triển_lãm 200 hiện_vật và ảnh ""văn minh - nghệ_thuật kháng_chiến (1945 – 1954)"	triển_lãm 200 hiện vật, hình_ảnh liên_quan đến chủ_đề văn_học nghệ_thuật trong kháng_chiến (1945-1954).	7.0
mặc_dù số_lượng khách thương_lượng cao_hơn nhiều so với những ngày bình_thường nhưng ban quản_lý y_tế chủ_tịch hồ_chí_minh đã tổ_chức sự_phối_hợp chặt_chẽ giữa các lực_lượng thuộc tổ di_sản lịch_sử - văn hóa ba định và các tổ_chức liên_quan của hà nội, thực_hiện tốt công_tác chuẩn bị; tổ_chức tiệc chiêu đãi, phục_vụ nhân dân, du_khách quốc_tế bày_tỏ lòng_kính_trọng chủ_tịch hồ_chí_minh một_cách triệt để, an toàn, bảo_mật và tham_quan các di tích, hoạt_động văn hóa trong khu vực.	mặc_dù lượng khách tham_quan nhiều_hơn bình_thường nhưng ban_chấp_hành lăng chủ_tịch hồ_chí_minh đã và đang tích_cực phối_hợp với quân_đội trong tập_đoàn tư_liệu lịch_sử - văn hóa ba_đình và chính_quyền thủ_đô để thực_hiện công_tác chuẩn_bị tốt; tổ_chức tiếp khách, phục_vụ thận trọng, an_toàn cho đồng_bào và khách nước_ngoài sang thăm chủ_tịch hồ chí minh, thăm văn hóa, công_tác khu vực.	7.0
tôi ngồi đó tự_hỏi tôi sẽ làm cái quái gì với vở_kịch vô_cảm của mình.	tôi ngồi đó tự_hỏi tại_sao tôi lại tạo_ra một tình_huống kỳ_lạ như vậy cho chính mình.	6.5
tôi nói ngu ngốc, bạn biết đấy, có_lẽ chúng_ta nên huấn_luyện họ làm điều gì đó hữu ích.	tôi cảm_thấy điều đó thật ngu ngốc, và có_lẽ chúng_ta nên dạy chúng làm điều gì đó hiệu_quả hơn.	6.0
ngân_hàng phát_triển brazil, đang cung_cấp một_số tiền khổng_lồ cho các công_nghệ xanh, khi họ đã công_bố một dự_án tương_lai trị_giá 56 tỷ đô_la cho lĩnh_vực này, cũng đang nắm_giữ các khoản đầu_tư trên.	ngân_hàng phát_triển brazil, vốn đang đầu_tư mạnh vào công_nghệ xanh, vừa công_bố dự_án trị_giá 56 tỷ usd cho lĩnh_vực tương lai, đồng_thời có một phần các khoản đầu_tư liên quan.	6.5
tại buổi làm việc, hai bên đã trao_đổi ý_kiến về các chính_sách hỗ_trợ phát_triển ngành_khoa_học - công_nghệ của thành_phố_hồ_chí_minh (đặc biệt là giai_đoạn 2016-2020); hệ_thống hành_chính công về các vấn_đề sở_hữu trí tuệ, chính_sách hỗ_trợ phát_triển sở_hữu_trí_tuệ tại tp.	tại buổi làm việc, hai bên đã thảo_luận về các chính_sách hỗ_trợ phát_triển khoa_học công_nghệ của thủ đô, đặc_biệt trong giai_đoạn 2016 – 2020; hệ_thống quản_lý sở_hữu_trí_tuệ nhà_nước và các chính_sách thúc_đẩy sở_hữu_trí_tuệ tại các thành phố.	7.0
egan đã thuyết_phục the new yorker bắt_đầu một tài_khoản về tiểu_thuyết của new yorker từ những gì họ có_thể tweet từng dòng cô viết.	egan kêu_gọi the new yorker ra_mắt một tài_khoản twitter mới, nơi họ có_thể đăng tất_cả các bài đăng mà cô đã viết trong phần tiểu_thuyết của mình.	6.5
vậy chúng_ta biết gì về rò_rỉ phương_tiện_truyền_thông này?	vậy chúng_ta có_thể tìm_hiểu gì về việc tiết_lộ thông_tin này?	6.0
đối_với phụ nữ, nhút_nhát là làm mọi thứ, hoàn_thiện nó và không để người khác nhìn_thấy bạn.	đối_với phụ nữ, xấu_hổ là làm mọi thứ_một cách hoàn_hảo mà không_cho ai biết bạn đang gặp khó khăn.	6.5
sau 3 ngày tại thành_phố hồ chí minh, vào tối_ngày 24/9, sự_kiện làng asean 2017 được tổ_chức nhân_dịp kỷ_niệm 50 năm thành_lập asean và kỷ_niệm 22 năm việt_nam gia_nhập asean.	ngày 24/9, làng asean 2017 đã_kết_thúc sau ba ngày tại thủ_đô viêng chăn, đánh_dấu kỷ_niệm 50 năm thành_lập asean và 22 năm việt_nam gia nhập.	7.0
ông bày_tỏ lòng_biết_ơn trước sự_ủng_hộ to_lớn của các đồng_minh quốc tế, nhất_là sự_ủng_hộ hết_lòng của đảng, nhà_nước và quân_đội_nhân_dân lào đối_với sự_phát_triển của quân_đội_nhân_dân việt_nam cũng như trong việc xây_dựng và bảo_vệ chủ_nghĩa_xã_hội ở việt nam.	cảm_ơn sâu_sắc sự_hỗ_trợ quý_báu từ bạn_bè quốc tế, đặc_biệt là tình_cảm và sự_giúp_đỡ tận_tình của đảng, nhà_nước và quân_đội_nhân_dân lào đối_với sự_phát_triển của quân_đội_nhân_dân việt nam, cũng như trong nỗ_lực xây_dựng và bảo_vệ tổ_quốc xã_hội_chủ_nghĩa việt nam.	7.5
tạo hệ_thống giá_trị phát_triển kinh_tế - xã_hội cho đồng_bào dân_tộc_thiểu_số	tạo_ra các chuỗi giá_trị thúc_đẩy phát_triển kinh_tế - xã_hội cho các vùng đồng_bào dân tộc.	7.0
bên_cạnh đó, trong số những khó khăn, thách_thức mà asean phải đối_mặt và cần được củng_cố khi mở_rộng_phạm_vi mạng 5g đã được đưa_ra để tham vấn.	những khó_khăn và thách_thức mà asean phải đối_mặt cũng như việc điều_phối phát_triển hệ_sinh_thái cho mạng 5g đã được_thảo luận.	7.0
đảm_bảo môi_trường đầu_tư tốt_nhất cho nhà_đầu_tư nước_ngoài mở_rộng tại việt_nam	nó dự_định tạo_ra môi_trường đầu_tư tốt_nhất cho các nhà_đầu_tư nước_ngoài phát_triển tại việt nam.	6.5
ông chỉ ra, để các tổ_chức này được thành_lập tốt hơn, cần nâng_cao nhận_thức của người dân, điều quan_trọng là nhận_thức và trách_nhiệm của các tổ_chức trong bộ_máy nhà_nước trong việc_công bố_chính sách, kế_hoạch chính sách, pháp_luật và quy_định để nâng_cao vai_trò của các tổ_chức xã hội.	ts phạm văn tân nhấn mạnh, để các tổ_chức này hoạt_động hiệu_quả hơn, cần nâng_cao nhận_thức cộng_đồng và đặc_biệt là trách_nhiệm của các cơ_quan nhà_nước trong việc xây_dựng chính sách, pháp_luật nhằm tăng_cường vai_trò của các tổ_chức xã hội.	7.0
ở nigeria, mọi_người mang những thứ quý_giá nhất trên đầu.	ở nigeria, mọi_người thường mang_theo những món đồ_quý giá nhất của họ trên đầu.	6.5
"""có thể khẳng định, tăng_trưởng kinh_tế việt_nam đã tiến_gần đạt_mức cao của mục_tiêu năm 2019 là 6,6 – 6,8% mà hội_đồng quốc_gia việt_nam giao ra."	bộ_trưởng mai tiến dũng khẳng định, tăng_trưởng của việt_nam nhiều khả_năng sẽ đạt gần mức_cao nhất của mục_tiêu đề_ra trong năm nay (mục tiêu tăng_trưởng được hội_đồng quốc_gia giao năm 2019 là 6,6-6,8%).	7.0
cha tôi để_lại di_sản viết_lách thông_qua thư và sổ tay.	cha tôi đã để_lại_cho tôi một di_sản quý_giá thông_qua những lá_thư và nhật_ký viết_tay của ông.	6.5
ngân_hàng uob ước_tính việt_nam thu_hút 20 tỷ usd fdi trong năm nay	uob ước_tính việt_nam sẽ thu_hút 20 tỷ usd vốn fdi trong năm nay.	7.0
phát_biểu tại lễ treo_cờ asean năm 2018, ông nguyễn minh áng, đại_biện đại_sứ_quán việt_nam tại chile nhấn_mạnh những đóng_góp của asean cho hòa bình và ổn_định của khu_vực đông_nam_á trong 51 năm qua, trong đó điều_thú_vị nhất_là việc thành_lập cộng_đồng asean.	tại lễ chào_cờ asean năm 2018, đại_sứ nguyễn minh anh nhấn_mạnh những đóng_góp của asean đối_với hòa bình, ổn_định ở đông_nam_á trong 51 năm qua, đặc_biệt là việc thành_lập cộng_đồng asean.	6.5
hà_nội tăng_cường hợp_tác với pháp trong lĩnh_vực phát_triển đô_thị	hà_nội đang xúc_tiến hợp_tác với pháp trong lĩnh_vực giao_thông và phát_triển đô thị.	6.0
nghiên_cứu một_số dự_luật ảnh_hưởng_đến các khu_vực bộ_lạc thiểu_số	đánh_giá một_số dự_án pháp_lý đã có tác_động đáng_kể đến vùng đồng_bào dân_tộc thiểu số.	6.5
hầu_hết mọi_người suy_đoán_rằng các cuộc_gọi văn_bản để tiết_kiệm tiền sẽ hoạt_động_tốt nhất.	hầu_hết mọi_người nghĩ_rằng một thông_điệp gây_quỹ sẽ hiệu_quả nhất.	7.0
đó là những công_cụ mà họ học cách_làm việc trong vài phút.	đó là một công_cụ họ chỉ cần vài phút để học cách sử dụng.	7.5
hiện nay, đầu_tư của doanh_nghiệp việt_nam vào lào đứng thứ 3 trong số các quốc_gia có dự_án đầu_tư tại lào.	hiện nay, đầu_tư của các doanh_nghiệp việt_nam vào lào đứng thứ_ba trong số các nước có dự_án đầu_tư tại đây.	7.0
việt nam, lào và campuchia dỡ_bỏ các rào_cản để khuyến_khích thương_mại biên_giới	việt nam, lào và campuchia đang nỗ_lực dỡ_bỏ các rào_cản để thúc_đẩy thương_mại biên giới.	6.5
tiềm_năng phát_triển kinh_tế của việt_nam sẽ mang_lại nhiều cơ_hội cho doanh_nghiệp nhật_bản	tiềm_năng phát_triển kinh_tế của việt_nam sẽ tạo cơ_hội cho các doanh_nghiệp nhật bản.	6.5
hội_nghị là một trong những sáng_kiến của việt_nam nhằm thúc_đẩy hội_nhập khu_vực về chính sách, đầu tư, phát_triển công nghệ, dịch_vụ và mạng 5g	hội_nghị là một trong những sáng_kiến của việt_nam nhằm tăng_cường hợp_tác khu_vực về chính sách, đầu tư, phát_triển công nghệ, dịch_vụ và triển_khai 5g.	7.0
và nó có làm tương_tự với tuyên_ngôn quốc_tế về nhân_quyền và tất_cả các tu chính án đã được đề xuất, và tuyên_bố quốc_tế về nhân_quyền và thỏa thuận về nhân_quyền và quyền cơ_bản của liên_minh châu_âu và tự_do ngôn_luận không?	và làm điều tương_tự với tuyên_ngôn nhân_quyền và các đề_xuất bổ sung, tuyên_ngôn quốc_tế nhân quyền, hiệp_định_liên_minh châu_âu về nhân_quyền và các quyền cơ bản, và quyền_tự_do ngôn luận?	6.5
và tôi đã không rời_khỏi nhà trong khoảng ba ngày.	sự_thật là, tôi đã không rời_khỏi nhà trong khoảng ba ngày.	6.0
ông hiện đang được cách_ly và điều_trị tại bệnh_viện bệnh nhiệt_đới tp. hồ chí minh, oxy, thuốc kháng virus và thuốc chống nhiễm trùng.	hiện bệnh_nhân đang được cách ly, điều_trị tại một bệnh_viện điều_trị bệnh nhiệt_đới tại tphcm bằng oxy và đang được điều_trị_bằng_thuốc điều_trị cũng như thuốc kháng virus.	7.5
những hành_động nhỏ có_thể tạo_ra sự_khác_biệt lớn.	những hành_động nhỏ có_thể tạo_ra sự_khác_biệt lớn.	7.0
chi tiết, theo tờ báo, trong quá_trình đàm_phán hợp_đồng với hlv trưởng đội_tuyển bóng_đá quốc_gia việt nam, park hang seo, vff đã đưa_ra yêu_cầu hlv dẫn_dắt đội_tuyển bóng_đá quốc_gia việt_nam đến vòng_loại asian cup 2023.	cụ thể, tờ_báo này cho biết, trong quá_trình đàm_phán hợp_đồng với hlv trưởng đtqg việt_nam park hang seo, vff đã đề_nghị ông giúp đtqg việt_nam giành vé dự asian cup 2023.	7.0
đến cuối năm 2025, nên có ít_nhất 2 – 3 ngân_hàng thương_mại nằm_trong top 100 ngân_hàng lớn_nhất châu_á (xét về tổng tài sản) và 3 – 5 ngân_hàng trên thị_trường_chứng_khoán nước ngoài.	đến cuối năm 2025, sẽ có ít_nhất 2-3 trong số 100 ngân_hàng lớn_nhất (tính theo tổng tài sản) ở châu_á và 3-5 ngân_hàng niêm_yết trên thị_trường_chứng_khoán nước ngoài.	7.0
"""hội nghị asosai là cơ_hội để đất_nước phát_huy đất nước, con người, nền_tảng văn hóa và tiềm_năng tiềm_ẩn của sự_hợp_tác của việt nam."	hội_nghị asosai là cơ_hội để việt_nam quảng_bá hình ảnh, con người, văn hóa và tiềm_năng hợp_tác của đất nước.	7.0
sputnik đã trở_thành một trong ba cú_sốc lớn đối_với hoa kỳ - các nhà_sử_học cho_rằng nó trùng_với trân_châu cảng vào ngày 9 tháng 11.	sputnik đã trở_thành một trong ba cú_sốc đối_với hoa kỳ, mà các nhà_sử_học coi_là tương_đương_với trân_châu cảng và ngày 11 tháng 9.	7.0
làm thế_nào để chúng_ta thâm_nhập_vào những cảm_xúc phản ánh, làm thế_nào để chúng_ta tập_trung_vào người khác?	làm thế_nào để chúng_ta kết_nối với những cảm_xúc đam_mê đó và hiểu người khác?	6.5
công_bố kết_quả hội_nghị các quan_chức_cấp_cao asean lần thứ 38 về phòng, chống ma túy	khai_mạc hội_nghị quan_chức cao_cấp asean lần thứ 38 về phòng_chống tội_phạm ma túy.	7.0
anh ấy nói điều gì đó tôi đặt_trên tường studio của tôi.	anh ta nói điều gì đó tôi đã đặt_trên tường trong căn_hộ của tôi.	7.5
thủ_tướng nguyễn xuân phúc chủ_trì hội_nghị cải_cách doanh_nghiệp	thủ_tướng nguyễn xuân phúc chủ_trì cuộc_họp về cải_cách doanh_nghiệp nhà nước.	7.0
minh họa lễ khai_mạc liên_hoan_phim tài_liệu châu âu-việt nam lần thứ 9 được tổ_chức vào tối_ngày 8 tháng 6, tại hà nội.	liên_hoan_phim tài_liệu châu_âu - việt_nam lần thứ 9 sẽ được tổ_chức đồng_thời tại hà_nội và thành_phố hồ chí minh.	6.0
điều quan_trọng cuối_cùng là protein, có_nguồn_gốc_từ nấm, vi_khuẩn và nấm, và tất_cả các loài thực_vật của sự sống.	chìa khóa cuối_cùng là protein được chiết_xuất từ eo, vi khuẩn, nấm và toàn_bộ hệ sinh thái.	7.0
sáng_kiến do đại_sứ_quán canada tại việt_nam đưa_ra nhằm nâng_cao nhận_thức về tác_động tiêu_cực của rác_thải nhựa, cũng như thúc_đẩy những thay_đổi ở cấp_độ hành động, chế_độ và chính sách, từ đó giúp giảm_thiểu rác_thải nhựa tại việt nam.	dự_án do đại_sứ_quán canada tại việt_nam khởi_động nhằm nâng_cao nhận_thức về tác_động tiêu_cực của ô_nhiễm nhựa và kêu_gọi thay_đổi hành vi, thể chế, chính_sách giảm_thiểu rác_thải nhựa tại việt nam.	6.5
thông_qua triển lãm, sự_hiểu_biết và gần_gũi giữa các quốc_gia sẽ được_tăng cường, góp_phần hình_thành một cộng_đồng asean đoàn kết, cần_cù và phát triển.	sự_kiện sẽ thúc_đẩy sự_hiểu_biết và gắn_kết giữa các quốc gia, góp_phần xây_dựng một cộng_đồng asean đoàn kết, năng_động và phát triển.	7.0
và mike, anh_chàng mà tôi gặp ở galapagos, trong một chuyến_đi đoạt_giải ted đang ghi_lại võ thuật, nơi anh ấy đang ghi_lại hành_trình của mình với bệnh ung thư.	mike, người mà tôi đã gặp ở galapagos khi anh ấy giành_được ted, đang để_lại một ghi_chú trong thế_giới ảo, nơi anh ấy chia_sẻ hành_trình của mình với căn_bệnh ung thư.	7.5
104 phim bình_thường tham_gia liên_hoan_phim việt_nam lần thứ 21	liên_hoan_phim việt_nam lần thứ 21 sẽ có 104 phim truyện.	7.0
trong số các vấn_đề hàng hải, quần đảo, bao_gồm cả biển đông, là một trong những chủ_đề chính của hội_nghị phát_triển luật_quốc_tế châu_á được tổ_chức tại indonesia .	các vấn_đề liên_quan đến biển và đảo, bao_gồm biển đông, là một trong những chủ_đề chính của hội_nghị phát_triển luật_pháp_quốc_tế đang diễn_ra tại indonesia.	7.0
và ở 50 thành_phố khác trên thế giới, người_dân đang tham gia.	vẫn_còn người_ở 50 thành_phố trên khắp thế giới.	7.0
người_phụ nữ đã bị hãm_hiếp và một loạt ảnh được_sử_dụng làm_cơ_sở để xác_định thủ_phạm đã lạm_dụng cô.	một phụ_nữ đã bị tấn_công tình dục, và nhiều bức_ảnh đã được_sử_dụng để xác_định nghi phạm.	6.5
họ cần bắt_đầu một cuộc_trò_chuyện với nhau và phải có một_chút ý tưởng, nếu đó không_phải là trường_hợp tại thời_điểm yêu_cầu - nhưng có_thể_là như vậy.	họ cần bắt_đầu một cuộc_trò_chuyện và tinh_chỉnh suy_nghĩ của mình, nếu một yêu_cầu như vậy không quá khó - có_lẽ là như vậy.	7.0
kinh_tế việt_nam mang_lại cơ_hội lớn cho các nhà_đầu_tư	nền kinh_tế việt_nam đang mở_ra nhiều cơ_hội hấp_dẫn cho các nhà đầu tư.	6.5
tôi nghĩ hòa bình bắt_đầu với ngôi nhà và ngôi nhà, trong cùng_một ngôi nhà.	tôi tin_rằng hòa bình bắt_đầu với gia_đình và việc chia_sẻ nhà cửa.	7.5
việt_nam quảng_cáo hàng hóa tại một chợ hóa chất ở ấn_độ	việt_nam đang giới_thiệu sản_phẩm của mình tại một triển_lãm hóa chất được tổ_chức tại ấn độ.	7.0
nghị_quyết của đại_hội_đồng cổ_đông thường_niên tháng_12 năm 2017 của_chính_phủ và các quận.	các cuộc_họp giữa các quận và các cuộc_họp chính_phủ hàng_năm đã được tổ_chức vào tháng_12 năm 2017.	6.5
lễ khởi_hành thế vận_hội paralympic đông_nam_á 2017 – para games 9 được tổ_chức vào sáng ngày 11/9 tại tp.	lễ xuất_phát của đoàn việt_nam tham_dự đại_hội thể_thao người_khuyết_tật đông_nam_á - thể_thao 9 2017 được tổ_chức vào sáng ngày 11/9 tại thủ_đô viêng chăn.	7.0
về cơ bản, khi tôi kết_nối với khả_năng_nhìn thấy bản_thân mình với người yêu, khi trí_tưởng tượng của tôi quay_trở_lại hiện_trường và khi tôi có_thể buông_bỏ sự_vắng_mặt của mình và mong_muốn của tôi cho điều đó là_một_phần quan_trọng của mong muốn.	về cơ bản, khi tôi kết_nối với khả_năng hình_dung bản_thân với người yêu, khi trí_tưởng tượng của tôi quay_trở_lại hình_ảnh và khi tôi có_thể thoát_khỏi sự_thiếu_thốn và ham_muốn đó là_một_phần quan_trọng của ham muốn.	6.0
xuất_khẩu chính của hàng hóa hoang_dã tiếp_tục tăng; trong đó, giá_trị gỗ và đồ_nội_thất đạt 1,53 tỷ usd ( tăng 10%)....	giá_trị xuất_khẩu lâm_sản chủ_lực tiếp_tục tăng, trong đó giá_trị gỗ và sản_phẩm gỗ đạt 1,53 tỷ usd, tăng 10%.	7.5
tại thời_điểm này, đó là một bí_ẩn đối_với tôi vì chúng_ta chỉ nhìn_thấy bề mặt, bề_mặt vẫn phẳng, mở_rộng trong cột, đó là một khám_phá đáng kinh ngạc.	vào thời_điểm đó, đó là một bí_ẩn đối_với tôi vì chúng_tôi chỉ có_thể_nhìn_thấy da; da vẫn chất_đống bên trong, mọc ở cực, đó là một khám_phá đáng kinh ngạc.	7.0
thực_vật cũng có một_số dấu_hiệu giống côn trùng.	thực_vật cũng có_nhiều con_đường mòn, giống_như côn trùng.	6.5
trước đó, ngay cả trước julia, không_có ý_tưởng về thức_ăn ngày hôm đó.	trước đó, ngay cả trước thời của julia, không_có triết_lý ẩm_thực trong những ngày đó.	6.0
vậy họ có_thể làm_gì với những hình_ảnh họ muốn truyền_tải để thuyết_phục người khác nếu họ có phương_tiện_truyền_thông hiện_đại mà họ có ngày nay?	vậy làm thế_nào họ có_thể sử_dụng những thước phim mà họ muốn truyền_tải để thuyết_phục người khác nếu họ sở_hữu phương_tiện_truyền_thông hiện_đại như ngày nay?	6.0
